POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,URL_ID,URL
17,7,0.41666664930555625,0.0764331207756907,14.272727272727273,0.5159235668789809,5.915460335842502,14.272727272727273,162,314,2.7197452229299364,1,7.802547770700637,Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/
26,3,0.7931034209274682,0.06839622625378249,16.307692307692307,0.5707547169811321,6.751378809869376,16.307692307692307,242,424,2.792452830188679,6,7.936320754716981,Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/
20,5,0.599999976000001,0.09578544024603279,14.5,0.4367816091954023,5.974712643678161,14.5,114,261,2.5900383141762453,4,8.157088122605364,Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/
12,6,0.3333333148148158,0.06360424005793555,16.647058823529413,0.4911660777385159,6.8552899605071715,16.647058823529413,139,283,2.6537102473498235,5,7.897526501766785,Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/
58,17,0.5466666593777779,0.09505703410005446,11.954545454545455,0.5044359949302915,4.983592579790299,11.954545454545455,398,789,2.6108998732572877,10,7.681875792141952,Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/
26,11,0.4054053944485029,0.06702898538581706,9.68421052631579,0.41304347826086957,4.038901601830664,9.68421052631579,228,552,2.4221014492753623,4,7.088768115942029,Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/
75,13,0.7045454465392563,0.09391675550275694,14.640625,0.528281750266809,6.067562700106723,14.640625,495,937,2.7801494130202773,27,7.994663820704376,Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/
6,4,0.19999998000000202,0.06211180085644844,11.5,0.37888198757763975,4.751552795031055,11.5,61,161,2.4037267080745344,3,7.3478260869565215,Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/
29,10,0.4871794746877058,0.07543520294886807,11.488888888888889,0.4332688588007737,4.768863099075865,11.488888888888889,224,517,2.6150870406189557,3,7.479690522243714,Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/
36,11,0.5319148822996834,0.12335957972871502,11.205882352941176,0.4304461942257218,4.6545314188667595,11.205882352941176,164,381,2.5196850393700787,2,7.275590551181103,Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/
8,1,0.7777776913580343,0.0559006207708036,13.416666666666666,0.35403726708074534,5.508281573498965,13.416666666666666,57,161,2.391304347826087,2,7.0186335403726705,Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/
9,2,0.636363578512402,0.062146892304254846,14.75,0.5084745762711864,6.103389830508475,14.75,90,177,2.6836158192090394,2,7.6892655367231635,Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/
10,2,0.6666666111111158,0.07017543818610855,14.25,0.3742690058479532,5.849707602339182,14.25,64,171,2.409356725146199,2,7.333333333333333,Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/
14,1,0.8666666088888928,0.09090909035812672,13.75,0.41818181818181815,5.667272727272728,13.75,69,165,2.5757575757575757,2,7.8,Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/
15,2,0.7647058373702448,0.09999999941176471,14.166666666666666,0.4411764705882353,5.843137254901961,14.166666666666666,75,170,2.5823529411764707,2,7.723529411764706,Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/
10,8,0.11111110493827195,0.098360655200215,15.25,0.44808743169398907,6.279234972677596,15.25,82,183,2.5355191256830603,2,7.371584699453552,Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/
15,4,0.5789473379501401,0.0448113206490299,11.45945945945946,0.3584905660377358,4.727180010198878,11.45945945945946,152,424,2.3466981132075473,2,7.224056603773585,Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/
21,2,0.8260869206049165,0.04713114744440339,14.787878787878787,0.3770491803278688,6.065971187282663,14.787878787878787,184,488,2.3381147540983607,1,7.147540983606557,Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/
15,7,0.36363634710743875,0.04835164824538099,11.973684210526315,0.3934065934065934,4.946836321573164,11.973684210526315,179,455,2.4153846153846152,7,7.4241758241758244,Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/
27,5,0.6874999785156257,0.06866952774963621,11.948717948717949,0.3540772532188841,4.9211180807747334,11.948717948717949,165,466,2.407725321888412,1,7.285407725321888,Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/
21,5,0.6153845917159773,0.0637254900398885,10.736842105263158,0.42401960784313725,4.464344685242518,10.736842105263158,173,408,2.5220588235294117,2,7.328431372549019,Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/
59,16,0.5733333256888891,0.13562386955583386,17.28125,0.44665461121157324,7.09116184448463,17.28125,247,553,2.64376130198915,5,7.7902350813743215,Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/
31,5,0.7222222021604945,0.054545454462809916,14.666666666666666,0.35909090909090907,6.010303030303031,14.666666666666666,237,660,2.393939393939394,1,7.266666666666667,Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/
20,6,0.5384615177514801,0.07784431114417871,13.36,0.38922155688622756,5.4996886227544906,13.36,130,334,2.413173652694611,1,7.227544910179641,Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/
36,30,0.09090908953168046,0.06457925629688918,9.207207207207206,0.39921722113502933,3.842569771336894,9.207207207207206,408,1022,2.4863013698630136,1,7.4559686888454015,Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/
23,27,-0.07999999840000004,0.08305647826734805,8.6,0.420265780730897,3.608106312292359,8.6,253,602,2.488372093023256,2,7.26578073089701,Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/
17,9,0.30769229585798863,0.04971319302158089,8.864406779661017,0.5583173996175909,3.7690896717114435,8.864406779661017,292,523,2.7648183556405352,6,7.982791586998088,Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/
39,7,0.6956521587901705,0.07313195536862964,13.104166666666666,0.4594594594594595,5.425450450450451,13.104166666666666,289,629,2.6136724960254374,1,7.546899841017488,Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/
66,13,0.6708860674571384,0.10533333319288889,6.521739130434782,0.292,2.725495652173913,6.521739130434782,219,750,2.248,30,6.786666666666667,Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/
5,0,0.99999980000004,0.021008403273073937,9.153846153846153,0.3067226890756303,3.784227537168714,9.153846153846153,73,238,2.302521008403361,0,6.8277310924369745,Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/
13,3,0.6249999609375024,0.04664723018470195,19.055555555555557,0.40524781341107874,7.784321347586655,19.055555555555557,139,343,2.446064139941691,4,7.204081632653061,Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/
22,8,0.4666666511111116,0.051546391664009636,9.540983606557377,0.35223367697594504,3.9572869134133293,9.540983606557377,205,582,2.2302405498281788,8,6.898625429553265,Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/
9,6,0.19999998666666757,0.056603773371306516,15.588235294117647,0.3018867924528302,6.356048834628191,15.588235294117647,80,265,2.1849056603773587,1,6.841509433962264,Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/
13,5,0.4444444197530878,0.051575931084309655,38.77777777777778,0.30659025787965616,15.633747214262975,38.77777777777778,107,349,2.1977077363896846,1,6.873925501432665,Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/
10,12,-0.09090908677685969,0.11640211578623219,23.625,0.31746031746031744,9.576984126984128,23.625,60,189,2.238095238095238,2,6.931216931216931,Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/
7,2,0.5555554938271674,0.04945054917884314,30.333333333333332,0.32967032967032966,12.265201465201464,30.333333333333332,60,182,2.28021978021978,1,6.851648351648351,Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/
7,4,0.2727272479338866,0.032835820797505015,10.806451612903226,0.28955223880597014,4.438401540683678,10.806451612903226,97,335,2.1611940298507464,29,6.86865671641791,Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/
11,4,0.46666663555555765,0.05639097723161287,11.565217391304348,0.2819548872180451,4.738868911408957,11.565217391304348,75,266,2.2030075187969924,18,6.417293233082707,Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/
5,10,-0.3333333111111126,0.058365758527759694,8.290322580645162,0.2723735408560311,3.4250784486004777,8.290322580645162,70,257,2.140077821011673,26,6.509727626459144,Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/
3,1,0.49999987500003124,0.018779342634838766,7.607142857142857,0.38497652582159625,3.1968477531857813,7.607142857142857,82,213,2.2863849765258215,8,6.934272300469484,Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/
8,3,0.4545454132231443,0.05339805799321331,14.714285714285714,0.33495145631067963,6.019694868238558,14.714285714285714,69,206,2.2135922330097086,4,7.087378640776699,Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/
10,7,0.17647057785467188,0.13709677308792925,17.714285714285715,0.3387096774193548,7.2211981566820285,17.714285714285715,42,124,2.3951612903225805,3,7.346774193548387,Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/
13,5,0.4444444197530878,0.08411214913966286,10.7,0.3177570093457944,4.407102803738318,10.7,68,214,2.2009345794392523,12,6.94392523364486,Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/
9,3,0.4999999583333368,0.06349206315612665,8.590909090909092,0.328042328042328,3.567580567580568,8.590909090909092,62,189,2.253968253968254,9,6.756613756613756,Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/
4,4,0.0,0.07142857079081634,11.2,0.4017857142857143,4.640714285714285,11.2,45,112,2.392857142857143,1,7.214285714285714,Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/
3,1,0.49999987500003124,0.05797101365259401,13.8,0.3333333333333333,5.653333333333334,13.8,23,69,2.2753623188405796,2,7.043478260869565,Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/
3,7,-0.39999996000000404,0.09615384522928995,11.555555555555555,0.33653846153846156,4.756837606837607,11.555555555555555,35,104,2.3365384615384617,1,7.3173076923076925,Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/
5,4,0.11111109876543349,0.0810810803506209,13.875,0.3333333333333333,5.683333333333334,13.875,37,111,2.3423423423423424,3,7.306306306306307,Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/
3,1,0.49999987500003124,0.04819277050370156,16.6,0.3855421686746988,6.794216867469881,16.6,32,83,2.4216867469879517,2,7.518072289156627,Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/
4,8,-0.3333333055555579,0.09836065493147005,10.166666666666666,0.4016393442622951,4.227322404371584,10.166666666666666,49,122,2.5,4,7.368852459016393,Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/
9,0,0.9999998888889013,0.04864864838568298,9.736842105263158,0.2918918918918919,4.01149359886202,9.736842105263158,54,185,2.210810810810811,11,6.940540540540541,Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/
13,3,0.6249999609375024,0.07079645986373248,10.761904761904763,0.35398230088495575,4.446354825115888,10.761904761904763,80,226,2.3185840707964602,15,7.278761061946903,Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/
7,4,0.2727272479338866,0.04526748952564819,12.15,0.3662551440329218,5.006502057613169,12.15,89,243,2.242798353909465,12,6.625514403292181,Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/
20,12,0.24999999218750027,0.12213740411397937,10.916666666666666,0.3053435114503817,4.488804071246819,10.916666666666666,80,262,2.2099236641221376,12,6.511450381679389,Netclan20241084,https://insights.blackcoffer.com/data-transformation/
7,1,0.7499999062500118,0.03738317739540571,11.263157894736842,0.3598130841121495,4.649188391539597,11.263157894736842,77,214,2.308411214953271,14,6.9672897196261685,Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/
9,0,0.9999998888889013,0.04812834198861849,15.583333333333334,0.32085561497326204,6.361675579322639,15.583333333333334,60,187,2.160427807486631,6,7.1550802139037435,Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/
24,6,0.5999999800000007,0.05813953477104741,13.945945945945946,0.37790697674418605,5.729541169076053,13.945945945945946,195,516,2.364341085271318,6,7.096899224806202,Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/
7,8,-0.06666666222222252,0.07109004705644527,16.23076923076923,0.27488151658767773,6.602260298942763,16.23076923076923,58,211,2.1658767772511847,6,6.62085308056872,Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/
2,3,-0.199999960000008,0.04629629586762689,36.0,0.26851851851851855,14.507407407407408,36.0,29,108,2.111111111111111,1,6.175925925925926,Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/
7,3,0.39999996000000404,0.05617977496528216,12.714285714285714,0.34269662921348315,5.222792937399679,12.714285714285714,61,178,2.348314606741573,5,7.264044943820225,Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/
4,4,0.0,0.03669724753808602,15.571428571428571,0.28440366972477066,6.342332896461337,15.571428571428571,62,218,2.1513761467889907,7,6.738532110091743,Netclan20241092,https://insights.blackcoffer.com/medical-classification/
1,2,-0.33333322222225925,0.017441860363710114,15.636363636363637,0.23255813953488372,6.3475687103594085,15.636363636363637,40,172,2.0290697674418605,11,6.837209302325581,Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/
6,14,-0.399999980000001,0.12987012902681735,12.833333333333334,0.42857142857142855,5.3047619047619055,12.833333333333334,66,154,2.5324675324675323,10,7.428571428571429,Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/
1,2,-0.33333322222225925,0.015957446723630603,11.75,0.26595744680851063,4.806382978723405,11.75,50,188,2.1914893617021276,14,6.680851063829787,Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/
3,1,0.49999987500003124,0.01465201459834427,34.125,0.34798534798534797,13.78919413919414,34.125,95,273,2.2967032967032965,0,6.941391941391942,Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/
3,3,0.0,0.02941176456170704,12.0,0.35784313725490197,4.943137254901961,12.0,73,204,2.2401960784313726,0,7.068627450980392,Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/
9,1,0.7999999200000081,0.08620689580856125,29.0,0.31896551724137934,11.727586206896554,29.0,37,116,2.2672413793103448,1,7.129310344827586,Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/
5,5,0.0,0.06097560938429507,9.11111111111111,0.31097560975609756,3.7688346883468835,9.11111111111111,51,164,2.231707317073171,1,7.048780487804878,Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/
10,2,0.6666666111111158,0.06315789440443213,14.615384615384615,0.2894736842105263,5.961943319838056,14.615384615384615,55,190,2.1894736842105265,0,6.947368421052632,Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/
1,0,0.9999990000010001,0.006944444396219137,18.0,0.22916666666666666,7.291666666666668,18.0,33,144,2.1180555555555554,0,6.638888888888889,Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/
5,0,0.99999980000004,0.04065040617357393,61.5,0.21138211382113822,24.684552845528458,61.5,26,123,2.065040650406504,3,6.382113821138211,Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/
2,3,-0.199999960000008,0.027322404222281944,10.764705882352942,0.3114754098360656,4.430472516875603,10.764705882352942,57,183,2.2076502732240435,0,6.890710382513661,Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/
3,1,0.49999987500003124,0.018099547429413814,10.523809523809524,0.37104072398190047,4.35794009911657,10.523809523809524,82,221,2.3529411764705883,5,7.244343891402715,Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/
1,0,0.9999990000010001,0.0045248868573534535,10.523809523809524,0.3212669683257919,4.338030596854127,10.523809523809524,71,221,2.2217194570135748,3,6.683257918552036,Netclan20241105,https://insights.blackcoffer.com/web-data-connector/
7,1,0.7499999062500118,0.05031446509236186,53.0,0.2138364779874214,21.28553459119497,53.0,34,159,2.056603773584906,4,6.276729559748428,Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/
4,5,-0.11111109876543349,0.05142857113469388,58.333333333333336,0.2742857142857143,23.443047619047622,58.333333333333336,48,175,2.1028571428571428,3,6.851428571428571,Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/
20,2,0.8181817809917372,0.04247104238905204,12.95,0.43822393822393824,5.355289575289575,12.95,227,518,2.393822393822394,3,7.0347490347490345,Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/
22,1,0.9130434385633287,0.04251386313768232,12.581395348837209,0.37707948243992606,5.183389932510854,12.581395348837209,204,541,2.3382624768946396,2,6.939001848428836,Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/
2,3,-0.199999960000008,0.03521126735766713,15.777777777777779,0.34507042253521125,6.4491392801251965,15.777777777777779,49,142,2.2746478873239435,1,6.985915492957746,Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/
6,2,0.4999999375000079,0.04347826063327032,10.823529411764707,0.28804347826086957,4.4446291560102305,10.823529411764707,53,184,2.2119565217391304,3,6.5,Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/
6,2,0.4999999375000079,0.06557376995431337,12.2,0.3524590163934426,5.020983606557377,12.2,43,122,2.319672131147541,2,7.254098360655738,Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/
3,4,-0.1428571224489825,0.03867403293550258,13.923076923076923,0.27071823204419887,5.677518062048449,13.923076923076923,49,181,2.2375690607734806,1,7.066298342541437,Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/
2,1,0.33333322222225925,0.02459016373286751,12.2,0.38524590163934425,5.0340983606557375,12.2,47,122,2.4754098360655736,4,7.688524590163935,Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/
7,1,0.7499999062500118,0.031999999872,16.666666666666668,0.432,6.839466666666667,16.666666666666668,108,250,2.628,5,7.964,Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/
1,0,0.9999990000010001,0.007518796935948895,8.3125,0.2857142857142857,3.439285714285715,8.3125,38,133,2.3684210526315788,8,6.804511278195489,Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/
4,2,0.33333327777778704,0.03571428550170068,9.882352941176471,0.25595238095238093,4.055322128851541,9.882352941176471,43,168,2.1547619047619047,8,6.5,Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/
1,2,-0.33333322222225925,0.02097902083231454,15.88888888888889,0.3356643356643357,6.489821289821291,15.88888888888889,48,143,2.2937062937062938,5,7.062937062937063,Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/
3,6,-0.33333329629630043,0.03719008249095007,16.133333333333333,0.3760330578512397,6.603746556473829,16.133333333333333,91,242,2.4834710743801653,10,6.979338842975206,Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/
4,0,0.9999997500000625,0.031999999744,17.857142857142858,0.264,7.248457142857143,17.857142857142858,33,125,2.24,2,6.88,Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/
37,5,0.7619047437641728,0.08917197433296821,10.704545454545455,0.3248407643312102,4.411754487550666,10.704545454545455,153,471,2.237791932059448,4,6.8195329087048835,Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/
10,0,0.99999990000001,0.032894736733898894,10.482758620689655,0.20394736842105263,4.274682395644283,10.482758620689655,62,304,1.9703947368421053,21,6.069078947368421,Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/
1,0,0.9999990000010001,0.005464480844456389,11.4375,0.32786885245901637,4.706147540983607,11.4375,60,183,2.2459016393442623,0,6.6775956284153,Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/
6,0,0.9999998333333611,0.03999999973333333,25.0,0.4266666666666667,10.170666666666667,25.0,64,150,2.3933333333333335,0,6.94,Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/
6,4,0.19999998000000202,0.0636942671102276,7.85,0.20382165605095542,3.2215286624203823,7.85,32,157,2.1656050955414012,8,6.477707006369426,Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/
8,3,0.4545454132231443,0.03985507231936568,21.23076923076923,0.2826086956521739,8.605351170568563,21.23076923076923,78,276,2.2318840579710146,5,6.6521739130434785,Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/
